title,company,url,location,career,education,salary_etc,job_category,due_date
[의료 분야] 데이터분석가 경력직 채용,(주)비쥬웍스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52229799&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울서초구,경력2년↑,N/A,대졸↑,"데이터시각화, 빅데이터, AI(인공지능), Python, MSSQL",N/A
"AI 개발(Python),데이터분석 및 사업기획 경력 모집(석사이상)",(주)마크클라우드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52196840&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울강남구,경력2년↑,N/A,석사↑,"데이터분석가, 데이터분석, 빅데이터, 머신러닝, 사업기획",~ 12/01(월)
데이터 분석가 과정 퍼실리테이터 (프로젝트 가이드),(주)모두의연구소,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52187965&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울강남구,경력3년↑,N/A,초대졸↑,"데이터엔지니어, 데이터분석가, 데이터 사이언티스트, AI(인공지능), Python",N/A
데이터 분석가 과정 퍼실리테이터 (계약직),(주)모두의연구소,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52240444&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울강남구,경력1년↑,N/A,초대졸↑,"데이터엔지니어, 데이터분석가, 데이터 사이언티스트, AI(인공지능), Python",N/A
17.데이터 분석[국내 금융사],베스트네트워크㈜,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52177272&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울강남구,경력2년↑,N/A,학력무관,"데이터엔지니어, 데이터분석가, 데이터분석, 데이터 사이언티스트, 보험사",~ 11/14(금)
[스타트업] Business Analyst :: 비즈니스데이터 분석가 (경력),(주)노테린다스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52258123&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울광진구,경력2년↑,N/A,대졸↑,"데이터분석가, 음식료, 식품·푸드, 일식당, 횟집·초밥·스시",N/A
해양수산 연구 R&D 및데이터 분석(제주대학교 근무),(주)미래해양정보기술,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52139347&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,제주제주시,경력무관,N/A,대졸↑,"연구원, 기술연구, IT컨설팅, 선박, 학술연구",~ 11/25(화)
"머신러닝, 딥러닝, 파이썬데이터 분석개발자 모집(제주대학교)",(주)미래해양정보기술,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52139348&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,제주제주시,경력무관,N/A,학력무관,"AI(인공지능), Python, MySQL, 머신러닝, 딥러닝",~ 11/25(화)
[데이터분석팀] Data Analyst,(주)한국신용데이터,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52167982&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울강남구,경력 5~12년,N/A,학력무관,"데이터분석가, 모바일, 뱅킹·빌링, 모바일APP",N/A
딥카디오와 함께할 데이터분석가를 모십니다.,딥카디오(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52227572&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,인천연수구,신입·경력,N/A,석사↑,"데이터엔지니어, 데이터분석가, 데이터 사이언티스트, 의료·보건",~ 12/05(금)
데이터분석 및 데이터베이스 관리 경력,맘꽃(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52068987&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,제주제주시,경력 4~10년,N/A,학력무관,데이터분석가,~ 11/15(토)
파이썬 인공지능데이터 분석전문가 모집 파트타임가능,제이투케이,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51883815&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울서초구,경력무관,N/A,학력무관,"데이터엔지니어, SI·시스템통합",~ 11/20(목)
퍼포먼스 마케터 채용-광고 캠페인 운영/콘텐츠 협업/데이터분석,주식회사 르비딤,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52275150&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,경남창원시 성산구,경력3년↑,N/A,초대졸↑,"온라인MD, 기획MD, 브랜드MD, 마케팅기획, 마케팅",~ 12/11(목)
데이터분석가 채용,파이프트리(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51953501&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울서초구,경력,N/A,학력무관,"데이터엔지니어, 데이터분석가, 데이터시각화, 데이터 사이언티스트, 빅데이터",N/A
[데이터 분석] 경력직 채용,(주)화이트스캔,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52177772&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울용산구,경력무관,N/A,대졸↑,"데이터분석가, 데이터마이닝, 데이터 사이언티스트, Python, 머신러닝",~ 11/29(토)
수치모델링/빅데이터분석 및 딥러닝 부문채용,(주)해양정보기술,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52273984&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울금천구,경력무관,N/A,대졸↑,"빅데이터, 딥러닝, 모델링, GIS, 측량/계측",~ 11/30(일)
데이터 분석및 모델러 경력직,서울평가정보(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52251769&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울영등포구,경력3년↑,N/A,대졸↑,"데이터분석, 기업분석, 금융사무, 금융기관",~ 12/07(일)
[대기업 계열사] 인사 담당 (채용 및 HR데이터 분석),한국서치주식회사,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52227319&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울중구,경력3년↑,N/A,대졸↑,"채용담당자, 호텔",~ 11/20(목)
[공유모빌리티 No.1 지쿠] 전략마케팅팀 데이터분석 전문가 모집,(주)지바이크,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51995247&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울강남구,경력3년↑,N/A,대졸↑,"통계/분석, 데이터분석가, 데이터분석, 임대",N/A
[캐시워크] 데이터분석 담당 산업기능요원 (병역특례),넛지헬스케어(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51874316&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울강남구,경력무관,N/A,학력무관,"데이터엔지니어, 통계/분석, 데이터분석가, 데이터분석, 데이터시각화",N/A
[컨텐츠 비즈니스] 소셜미디어 채널전략 및 데이터분석 담당,㈜벤처피플,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52243033&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울마포구,경력 7~12년,N/A,대졸↑,"통계/분석, 디지털마케팅, 채널관리, CRM마케팅, 화장품",~ 11/20(목)
[그루비 SaaS 솔루션]데이터 분석가,(주)플래티어,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52205391&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울송파구,경력 5~20년,N/A,대졸↑,"프론트엔드, AWS, GCP, 소프트웨어개발",~ 12/02(화)
게임데이터 분석담당자 모집,넷마블(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52229116&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울구로구,경력2년↑,N/A,대졸↑,"데이터분석가, Python, SQL, 게임개발, GM(게임운영)",~ 12/10(수)
BI / OLAP / 데이터분석 엔지니어 채용,(주)동인코퍼레이션,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52237375&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=e1f8a823-ac32-4c4a-b4bc-b77f7d190810,서울송파구,경력 5~10년,N/A,초대졸↑,"ETL, OLAP, BI 엔지니어, 의류·의상, 패션",~ 12/06(토)
[주4.5일제] 글로벌광고대행사 dentsu그룹 GA4데이터 분석가,(주)덴츠크리에이티브코리아,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52117467&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,서울강남구,경력4년↑,N/A,대졸↑,"데이터분석가, 광고대행사",~ 11/22(토)
[Catalyst] 데이터분석 컨설턴트 (과차장급),콘센트릭스서비스코리아(유),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52126786&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,서울강남구,경력 5~12년,N/A,학력무관,"데이터엔지니어, 데이터분석가, 데이터라벨링, 데이터 사이언티스트, IT컨설팅",~ 11/30(일)
빅데이터 분석전문가 모집,대신네트웍스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51976232&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,세종특별자치시,경력4년↑,N/A,초대졸↑,"백엔드/서버개발, Java, 웹개발, 프론트엔드, 솔루션",N/A
DataOps Manager - 데이터분석,(주)카카오페이,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52097932&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,경기성남시 분당구,경력,N/A,학력무관,"데이터엔지니어, 데이터분석가, 데이터 사이언티스트, Python, SQL",~ 11/15(토)
[서울] AI 비전·데이터분석 엔지니어,(주)인터엑스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52093776&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,서울금천구,경력 8~15년,N/A,석사↑,"AI(인공지능), 소프트웨어개발",~ 11/18(화)
[울산] AI 비전·데이터분석 엔지니어,(주)인터엑스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52094506&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,울산중구,경력 8~15년,N/A,석사↑,"AI(인공지능), 소프트웨어개발",~ 11/18(화)
데이터 분석인공지능 개발자 채용,(주)크레스콤,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52216630&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,경기성남시,경력 3~15년,N/A,초대졸↑,"AI(인공지능), 머신러닝, 딥러닝, 음성인식, 이미지프로세싱",~ 12/03(수)
[시리즈B 메디컬 스타트업]데이터 분석담당자 채용,(주)르샤인앤파트너스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52191417&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,서울강남구,경력3년↑,N/A,학력무관,"데이터엔지니어, 데이터분석가, 데이터분석, 전략기획, 컨설팅",~ 11/30(일)
[경력]데이터 분석및 AI 개발자 채용,(주)새론솔루션,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52215349&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,경기의왕시,경력,N/A,대졸↑,"AI(인공지능), 머신러닝, 딥러닝, 알고리즘, 소프트웨어개발",~ 12/04(목)
데이터 분석(R),(주)디에스이트레이드,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52226815&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,경기성남시 분당구,경력 5~10년,N/A,대졸↑,"데이터엔지니어, 데이터 사이언티스트, SE(시스템엔지니어), IT컨설팅",~ 12/05(금)
[(주)딜리셔스 신상마켓]데이터 분석가,(주)딜리셔스,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=51922704&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,서울종로구,경력5년↑,N/A,학력무관,"데이터분석가, 전자상거래, 쇼핑몰, B2B, 오픈마켓",~ 11/24(월)
[유명게임사] 게임데이터분석가,(주)헬로서치,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52207505&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,경기성남시 분당구,경력7년↑,N/A,대졸↑,"데이터분석가, 게임개발",~ 11/18(화)
[유명게임사] 데이터분석담당,(주)헬로서치,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52207404&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,경기성남시 분당구,경력3년↑,N/A,대졸↑,"데이터분석가, 게임개발",~ 11/18(화)
[병역특례/전문연구요원] 데이터분석담당자,(주)그레이드헬스체인,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52238521&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,서울마포구,경력무관,N/A,석사↑,"데이터시각화, 머신러닝, 소프트웨어개발",~ 12/06(토)
[반도체 검사 장비] 제조데이터 분석(4-10년),(주)투비파트너즈,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52249885&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,충북청주시 흥덕구,경력 4~10년,N/A,초대졸↑,"데이터엔지니어, 데이터분석가, Python, 공정관리, PL/SQL",~ 11/22(토)
[서울/대기업 광고대행사]데이터 분석가,(주)탑앤스카우트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52266737&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,서울강남구,경력 3~7년,N/A,대졸↑,"데이터분석가, 데이터분석, 디지털마케팅, 헤드헌팅",~ 11/25(화)
국내 우량 소비재 기업 CRM 데이터분석 및 운영 담당 (과장~차장,(주)인싸이트에이치알지,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52168962&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,서울서초구,경력7년↑,N/A,대졸↑,"데이터분석가, 데이터분석, 데이터 사이언티스트, 음식료",~ 11/13(목)
PO(SQL 기반데이터 분석능력/영어 필수),(주)스카우트플랜,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52193308&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,서울강남구,경력 5~10년,N/A,대졸↑,"데이터분석가, SQL, 무선통신",~ 11/17(월)
AI/데이터 분석전문가(경력11년이상),피엠인터내셔널코리아(유),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52251741&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,서울영등포구,경력11년↑,N/A,대졸↑,"데이터분석가, 데이터 사이언티스트, AI(인공지능), 판매",~ 12/09(화)
AI/데이터 분석전문가(경력5년이상),피엠인터내셔널코리아(유),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52251711&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,서울영등포구,경력5년↑,N/A,대졸↑,"데이터분석가, 데이터 사이언티스트, AI(인공지능), 판매",~ 12/09(화)
데이터 분석및 BI 시각화 엔지니어 (경력),메이븐클라우드서비스(주),https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52042195&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,서울구로구,경력3년↑,N/A,초대졸↑,"머신러닝, IT컨설팅, 모델링, 클라우드, IoT",~ 12/14(일)
데이터 분석리드,(주)윌로그,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52191596&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,서울강남구,경력 10~15년,N/A,학력무관,"데이터분석가, Python, SQL, R, SI·시스템통합",~ 11/29(토)
(주)디에스피 인공지능 솔루션 개발자 모집 -데이터 분석,(주)디에스피,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52056168&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,경남창원시 마산회원구,경력1년↑,N/A,학력무관,"데이터 사이언티스트, AI(인공지능), Python, Unity, SI·시스템통합",~ 12/15(월)
유명 IT 총판사 고객 행동데이터 분석솔루션 Pre-sales,(주)스카우트,https://www.saramin.co.kr/zf_user/jobs/relay/view?view_type=search&rec_idx=52155561&location=ts&searchword=%EB%8D%B0%EC%9D%B4%ED%84%B0+%EB%B6%84%EC%84%9D&searchType=default_mysearch&paid_fl=n&search_uuid=91b3c2aa-4dac-4c83-aabc-8b094ba7acb9,서울강남구,경력 5~13년,N/A,대졸↑,"데이터엔지니어, 데이터분석가, 기술지원, AI(인공지능), 솔루션",N/A
